"nid","post","field_theme_tid","theme_name"
2392149,"Tropical storm Tembin devastates Southern Philippines, CARE responds Tropical storm Tembin, locally known as Vinta, brought catastrophic damage to several provinces in Mindanao, south of Philippines. The death toll in the storm’s onslaught rose to at least 240 particularly in communities swept by flash floods and landslides in Zamboanga Peninsula region before Christmas day.  

Tembin’s heavy downpour caused flooding, landslides and flashfloods that destroyed houses, rice fields and infrastructures. Over 500,000 people were affected in eight regions. Of which, more than 90,000 are now staying in evacuation centers.

International humanitarian organization CARE has mobilized its emergency team and local partners in Mindanao to conduct needs and damage assessments. CARE’s partner Agri-Aqua Development Coalition is assessing in the Zamboanga Peninsula, one of the hardest hit regions. Another partner Mindanao Coalition of Development NGO Networks is in Lanao provinces where communities experienced widespread flooding.

“Our collective hearts are heavy with sympathy as this disaster happened before Christmas Day, a festive time for Filipinos to be with their families. Many are now staying in evacuation centers because their houses were totally destroyed by flashfloods,” said David Gazashvili, CARE’s Country Director in the Philippines. “Our emergency team and our partner organizations are ready to provide relief assistance.”

CARE has worked in the Philippines since 1949, providing emergency relief when disaster strikes and helping communities prepare for disasters. CARE specializes in providing life-saving assistance and has more than seven decades of experience helping people recover from disasters.

--  
For media interviews, please contact Dennis Amata (CARE Philippines’ Communications Manager).  
Mobile: +63 917 5108150 Email: dennis.amata@care.org Skype: dennis.amata2",4600,"Protection and Human Rights"
2392139,"The Assad Regime Has Dropped Nearly 70,000 Barrel Bombs on Syria - The Ruthless Bombing SNHR has released a report entitled: “The Ruthless Bombing” which documents that Syrian regime forces has dropped nearly 70,000 barrel bombs since July 2012.
 
The report says that the use of barrel bombs by the Syrian regime army manifest one of the most appalling ways in which the international community has blatantly let down the Syrian people as these barrel bombs have been forgotten almost completely in the last year with no condemnations to be heard about the repeated use of this barbarian type of weapons. Additionally, the report questions the possibility of accepting a regime that drops barbarian barrels on its own country without agreeing to any form of political settlements, except for one that rehabilitees it and only leads to giving some ceremonial ministries to its opponents.
 
Fadel Abdul Ghany, chairman of SNHR, says:
“The repeated use of this arbitrary, indiscriminate weapon against residential communities is a message to the Syrian people that protecting civilians and the international law are mere illusions, and that you have to submit and accept the regime that is killing you. Security Council has to take decisive action against the Syrian regime’s use of arbitrary weapon on this large, widespread scale. The U.N. special envoy has also to play a more effectual role in putting an end to the winter of barrel bombs in Syria.”
 
The report documents the toll of barrel bomb use by Syrian regime forces from the first time it was used in July 2012 until December 2017 and the resultant casualties and attacks on vital civilian facilities. The report stresses that the use of barrel bombs haven’t stopped for even one month, including the months that saw de-escalation agreements or Geneva Talks.
 
The report draws upon the daily, ongoing, routine monitoring and documentation efforts, in addition to accounts by survivors, eyewitnesses, and local media activists as the report contains nine accounts. Also, the report relies on videos and pictures that were posted online.
 
The report sheds light on the nature of barrel bombs, manufacture methods used by the Syrian regime, types of containers and explosive materials, and whatever chemical or incendiary substances that are added in some cases. Also, the report outlines a number of areas where the Syrian regime used barrel bombs heavily in the context of military progression such as Darayya city and Khan al Sheih town in Damascus suburbs, and al Mayadeen city in Deir Ez-Zour.
 
The report records that no less than 68,334 barrel bombs have been dropped by Syrian regime helicopters or fixed-wing warplanes from its first documented use in July 2012 until December 2017. These barrel bombs have resulted in the killing of 10,763 civilians, including 1,734 children and 1,689 women (adult female). In addition, no less than 565 attacks on vital civilian facilities were recorded in which barrel bombs were used, including 76 on medical facilities, 140 on schools, 160 on mosques, and 50 on markets.
 
According to the report, the governorates that saw the largest portion of barrel bombs were Damascus and its suburbs, followed by Aleppo and then Daraa while barrel bombs were used the most in 2015 where Syrian regime forces dropped 17,318 barrel bombs in that year alone.
 
The report says that Security Council resolution 2139 represented some hope for the Syrian people due to the fact that barrel bombs were explicitly mentioned in that resolution which also promised to take further steps in the case of non-compliance. However, the rate of barrel bomb use, according to the report, never changed after the resolution was adopted. The report divides the overall toll of barrel bombs before and after the resolution as the report records no less than 20,183 barrel bombs since from July 2012 to February 22, 2014, when the resolution was adopted, while no less than 48,151 barrel bombs were documented in the period of time from the resolution was adopted until December 2017.
 
According to the report, 87 attacks with barrel bombs loaded with a poison gas and four attacks with barrel bombs loaded with incendiary ammunitions were recorded. All of these attacks took place after Security Council resolution 2139 was adopted.
 
The report stresses that the Syrian government has, beyond any doubt, violated Security Council Resolutions 2139 and 2254, and used barrel bombs in a systematic, widespread manner. Also, the Syrian government, through the crime of willful killing, has violated Article 7 of Rome Statute as well as the rules of the international human rights law, which guarantee the right to life. Seeing that these crimes were committed in a non-international armed conflict, it constitutes war crimes.
 
The report adds that barrel bomb attacks are an indiscriminate bombing that targeted defenseless civilians and caused significant damages to civilian objects. The damage was too excessive compared to the anticipated military benefit.
 
According to the report, The Syrian regime has violated the rules of the customary international law, the CWC, and all relevant Security Council resolutions -particularly 2118, 2209, and 2235- through the use of barrel bombs. Additionally, using chemical weapons constitutes a war crime according to the ICC’s Rome Statue.
 
Furthermore, the report says that Syrian regime forces have used barrel bombs loaded with incendiary ammunitions against populated residential neighborhoods without taking any measures to reduce the damages to civilians and civilian buildings and facilities.
 
The report calls on the Security Council to ensure the serious implementation of its resolutions, and calls on the four permanent state members to apply pressure on the Russian government in order to cease its support for the Syrian regime. In addition, the report stresses that an arms embargo should be imposed on the Syrian regime and all those who supply the Syrian regime with finance and weapon should be prosecuted in light of the risk of these weapons being used in crimes and serious violations of human rights.
 
Also, the report calls on the Security Council to refer the Syrian case to the International Criminal Court and provide all possible facilitations in this regard. Additionally, the report says that the Security Council should start imposing security and peace and Syria and prosecute all those whose involvement in perpetrating war crimes and crimes against humanity should be prosecuted. The report calls on the European Union and the United States to support the International, Impartial and Independent Mechanism that was established in accordance with General Assembly Resolution 71/248, adopted on December 21, 2016, establish local tribunals that enjoy a universal jurisdiction, and address the war crimes that were perpetrated in Syria.
 
The report says that steps should be taken on the national and regional levels to form alliances to support and protect the Syrian people from the daily killing. In addition, steps should be taken to put the principle of universal jurisdiction into practice with regard to these crimes before local tribunals. Moreover, the report says that pressure should be applied on the Syrian government in order to compel it to ratify Protocol III of the Convention on Certain Conventional Weapons and comply with its restrictions.
 
The report calls for the implementation of the “Responsibility to Protect’ (R2P) norm especially after all political steps had been consumed through the agreement of the Arab League and then Kofi Annan’s plan and the Cessation of Hostilities statements and Astana Agreements that followed. Therefore, steps under Chapter VII of the Charter of the United Nations should be taken, and the norm of the Responsibility to Protect, which was established by the United Nations General Assembly, should be implemented. The Security Council is still hindering the protection of civilians in Syria.",4600,"Protection and Human Rights"
2392134,"Philippines: IFRC warns of worsening conditions following deadly Tropical Storm Tembin Manila/Kuala Lumpur 26 December —Four days after tropical storm Tembin made landfall in Mindanao, thousands of survivors are still in desperate need of humanitarian assistance.

“Our teams in Mindanao are doing all they can to reach everyone who needs them. But the work is difficult and often slow,” says Philippine Red Cross Chairman Gordon. “Around the world, people are spending this time period with their families. For people affected by Tembin, what should be a peaceful time is instead full of uncertainty and fear. We need to help them.”

As responders reach the worst affected areas, details of the havoc wrought by Tembin (known locally as “Vinta”) continue to emerge. More than 500,000 people in 23 provinces have been affected. The national disaster risk reduction and management council (NDRRMC) confirms that 164 people have lost their lives to the flashfloods and landslides, with 176 are still missing. The number of casualties is expected to increase as the public authorities verify information being received from the provinces.

In addition to causing the loss of human lives and internal displacement, Tembin has substantially impacted shelter and livelihoods and caused damage to crops and critical infrastructure including roads, bridges and power transmission lines.

Volunteers and search and rescue teams from the Philippine Red Cross have been active since the hours before the storm made landfall, and are now working to reach people in need with water, food, and emergency shelter. Hot meals are being served, and welfare services provided in the evacuation centers, where over 50,000 people are staying after being evacuated prior to the landfall of the storm.

To support these efforts, the International Federation of Red Cross and Red Crescent Societies (IFRC) is joining the Philippine Red Cross in [appealing](https://reliefweb.int/node/2392084) for 2.8 million Swiss francs to assist more than 20,000 people affected by the storm in four of the worst affected provinces of Lanao del Norte, Lanao del Sur, Zamboanga del Norte, and Cagayan de Oro.

“People have gone through a massive shock. In just minutes, they lost everything, and then had to fight for their lives as walls of mud and water washed through their homes,” says Patrick Elliott, IFRC Operations and Programmes Manager in the Philippines.

“Now we must ensure that affected communities have immediate access to essential items and services including cash, food, water, sanitation, shelter and healthcare, as well to information, psychosocial support, and protection.”

In the Philippines   
Richard Gordon   
Chairman, Philippine Red Cross   
+63 (0) 917 899 7898   
chairman@redcross.org.ph  

Patrick Elliott   
+63 (0) 998 961 2140   
patrick.elliott@ifrc.org   

Mary Joy Evalarosa   
+63 (0) 998 960 6291   
maryjoy.evalarosa@ifrc.org

In Beijing:   
Maude Froberg  
+86 138 1009 6892   
maude.froberg@ifrc.org

In Geneva:   
Matthew Cochrane   
+41 79 251 80 39   
matthew.cochrane@ifrc.org",4600,"Protection and Human Rights"
2392089,"IOM Iraq Holds Community Policing Conference on Ninewa Baghdad - In cooperation with Iraq’s Ministry of Interior, IOM Iraq held a conference on 20 December on Community Policing in Ninewa Governorate, which aims to promote cooperation between law enforcement agencies and community members towards peace and security.

Ninewa was deeply affected by the occupation by ISIL and associated conflict, with heavy damage to its infrastructure – especially in its capital Mosul – and extensive displacement, with more than 941,000 individuals still displaced across the governorate.

In 2016, with funding from the German Federal Foreign Office, IOM Iraq started the project to strengthen community policing in retaken areas of Ninewa and other conflict-affected areas in Iraq. This is done through the establishment of Community Policing Forums (CPFs) which are inclusive platforms that involve police officers, local leaders, civil society organization representatives and community members, where citizens can raise and discuss their security concerns. CPFs identify and develop initiatives that lead to safer communities, protect the most vulnerable and enhance cooperation, transparency and mutual trust between these actors. CPF members analyze the available resources in their respective communities and assess the ability of a wide range of actors to find solutions to situations that are potentially dangerous and harmful. As such, CPFs are tools for conflict prevention.

The conference followed a series of activities in November and December that included the establishment of five new CPFs in Ninewa and training for more than 400 individuals, including police officers, community members and civil society representatives, on applying community policing in a context of post-conflict returns.  

The conference was preceded by a three-day workshop exploring the role of women in security dialogue. Over 80 women and men from across Iraq participated, including police, civil society representatives and the community members, to discuss the impact of gender-based violence on community security, the role of women in violent extremism and how women and children affiliated with ISIL should be treated. Workshop participants formed working groups on these topics, and discussed how to implement action plans developed in the event.

The Community Policing conference on Ninewa was held in Baghdad and was attended by government officials, notably Mr. Saad Maan, spokesman of the Ministry of Interior and the Head of Community Police Directorate, Brigadier General Khalid Al Mhannah, NGO staff and CPF representatives from Mosul, Fallujah and Baghdad.

Brigadier General Saad Maan, spokesperson of the Ministry of Interior, thanked the German Government, IOM and guests for their efforts in support of the CP model.  “We have been working very hard to put Iraqi citizens first. There will be no sustainable security in the governorates unless citizens are part of it, and that is exactly the foundation of this initiative, by strengthening community policing forums across the country, especially in Ninewa. We have achieved great results in stabilizing the country thanks to the cooperation with our international partners,” said Saad Maan.

Speakers also included CPF members from Al-Amiriat Al-Fallujah and Mosul (Baasheka), police officers, community members and civil society organization representatives, who introduced and discussed the successes and challenges of the CPFs in Ninewa. The conference gave CPF members the opportunity to network and share experiences.

“The sharing of experiences, successes and challenges of Community Policing Forums in retaken areas will help us to improve the next phase of this project and build on mutual trust that has been established”, said IOM Iraq Chief of Mission Gerard Waite.

“I am very grateful for the cooperation between the government of Iraq and Germany on this Community Policing project,” said Dr. Cyrill Nunn, German Ambassador to Iraq. “We have high hopes that the success of the project can contribute to the much-needed reconciliation and stabilization in Iraq,” added the Ambassador, highlighting the valuable contribution of CPFs for the stabilization of the Iraqi social fabric.

A total of 66 CPFs have been established across Iraq; of which 42 with the support of IOM Iraq; the other 24 have been independently established by local police and communities.
The ""Community Policing in Iraq"" booklet features stories from Community Policing Forums, and the community members who have received assistance through them. To access the booklet click here.

For more information please contact:
Sandra Black in IOM Iraq, Tel: +964 751 234 2550, Email: sblack@iom.int",4600,"Protection and Human Rights"
2392054,"Asia and the Pacific: Weekly Regional Humanitarian Snapshot (19 - 26 December 2017) **PHILIPPINES / VIET NAM**

As of 26 December, the Disaster Response Operations Monitoring and Information Center reported about 555,400 people were affected by Tropical Storm Tembin in the Philippines, with 92,000 people inside 246 evacuation centres. The storm caused severe flooding in northern Mindanao, including areas hosting displaced families from the Marawi conflict. In Lanao del Norte province, local authorities and partners distributed food and NFIs to the Marawi IDPs, and temporarily transferred IDPs whose tents were damaged by strong winds and floods. On 23 December, the UN Secretary-General expressed sadness over the devastation and that the UN stands ready to provide support to the Government of the Philippines.  
Tembin continues to weaken as it moves towards southern Viet Nam and is expected to dissipate within the next 48 hours

555,400 people affected

**MYANMAR**

An increase in tensions and armed clashes between the Myanmar Military, the Kachin Independence Army and other ethnic armed groups in Kachin and northern Shan states has been reported since early December. On the evening of 24 December, mortar shells landed near Woi Chyai IDP camp, where over 6,900 displaced people are hosted, and near civilians areas of Laiza, injuring a civilian, according to local humanitarian partners. A similar incident took place on 14 December resulting in the displacement of some 200 people, who remain are staying with host families. Local NGOs also reported that armed clashes in northern Shan State caused civilian casualties and that civilians are having difficulties leaving conflict-affected areas in Nahmkan Township.

**BANGLADESH**

As of 18 December, health partners reported 1,841 suspected cases of diphtheria among the Rohingya refugees, with 22 deaths recorded. The outbreak is primary in the Balukali makeshift and extension camps.  
Cases are also being reported from the Kutupalong extension, Thangkhali, Jamtoli, and Nyapara camps, where malnutrition, low routine immunization coverage, and poor access to clean water and sanitation facilities remain key concerns. A vaccination campaign is ongoing for over 400,000 children under 15 years old. Since August, 655,000 refugees crossed from Rakhine State (Myanmar) to Bangladesh. As of 26 December, the US$434 million Rohingya Refugee Crisis Humanitarian Response Plan is only 49.5 per cent funded. 

22 people killed

**INDONESIA**

On 23 and 24 December, a series of new eruptions from Mt. Agung on Bali island were recorded, with no major impact. An estimated 71,000 affected people remain in 239 evacuation sites. The basic needs of the evacuees are being provided by authorities with support from the private sector, NGOs, volunteers, and the local community. The central government maintains a high level of attention on the Mt. Agung emergency response as well as its impact on the local economy which relies on tourism.  
Since 27 November, an alert Level IV (dangerous) issued by the Centre for Volcanology and Disaster Hazard Mitigation (PVMBG), with a 8 to 10 km radius danger zone remains in effect.

71,000 people inside evacuation sites",4600,"Protection and Human Rights"
2392049,"Refugees reunited: how Red Cross tries to bring families back together **Without any idea where their relatives are or the ability to search for them, people around the world turn to international family tracing teams for help**

Six months after he arrived in the UK, Hassan’s calls to his family started going unanswered. He would send WhatsApp messages to his wife and children, but the blue double tick sign for message read did not appear. From April 2016 until January 2017, nothing.

Read more on [The Guardian](https://www.theguardian.com/world/2017/dec/25/refugees-reunited-how-red-cross-tries-to-bring-families-back-together).",4600,"Protection and Human Rights"
2391884,"NDRRMC Update SitRep No.08 re Preparedness Measures and Effects of Typhoon ""Vinta"" as of 8:00 PM (25 December 2017) (excerpt)

**II EFFECTS**

**A. Affected Populations (TAB A)**

- 1. A total of 117,528 families/550,805 persons are affected in 1,019 barangays in regions MIMAROPA, VII, IX, X, XI, XII, ARMM and CARAGA due to TY ""VINTA""  
- 2. Of which, a total of 19,203 families/89,524 persons are currently being served inside 231 evacuation centers (ECs) and 12,512 families/62,834 persons outside the evacuation center.  

**B. Casualties**

1. A total of 164 persons were reported dead (65 in Region IX, 75 in Region X, and 24 in ARMM), and 176 persons missing (170 for validation and 6 confiremed).  
Ongoing validation and verification by NDRRMC MDM Cluster.  

(excerpt)",4600,"Protection and Human Rights"
2391739,"Humanitarian programme in Cox’s Bazar, Bangladesh - Activity Update - 23 December 2017 **What you need to know today**

- A total of 655,000 forcibly-displaced Myanmar nationals have entered Bangladesh since 25 August (Source: ISCG report, 21 December)

- BRAC's total coverage (based on sanitation) is 563,400 people with installation of 14,085 latrines (104 today). BRAC ensures access to safe water for 366,840 people through 1,265 shallow tube wells, 83 deep tube wells and three ring wells. 3,735 bathing cubicles were set up (53 today); especially for women and adolescent girls. A total of 3,378 latrines have been de-sludged (157 today) and made functional for reusing. 773 latrines have been decommissioned. A total of 37,116 hygiene sessions have been conducted.

- BRAC's 10 primary health centers and 50 satellite clinics have provided 638,108 services (7,178 patients today). 78,456 cases of pneumonia (976 today) and 81,051 cases of diarrhoea have been treated (916 today). BRAC has helped to deliver 398 babies so far and five of them were born today.

- BRAC helped to vaccinate 14,393 children during the immunisation campaign against diphtheria. 180 BRAC volunteers were involved in bringing 82,096 children to government vaccination centres. BRAC has identified 394 diphtheria cases (13 today) and referred for isolation. 279 health workers and 1,129 programme staff have been trained to handle diphtheria cases. BRAC health workers have counseled 14,511 people on diphtheria (1,760 today) and a total of 906 hand washing points have been installed.

- 208,319 blankets and 250,299 sets of clothes have been distributed; especially children and elderly people for protection against cold weather.

- Some 35,829 children received recreational support through 213 child friendly spaces (CFS).

- 15,855 children have access to 151 learning centres and 300 teachers have been assigned to guide them.

- 61,711 household visits to disseminate life saving messages have been completed (16,191 today) by community mobilisation volunteers. So far, orientation training of 800 volunteers and 107 staff has been completed.

**KEY CHALLENGES**

**Community’s resistance**

Sometimes local mosques show resistance towards the child friendly space activities. Thus, influential members of the community itself, such as religious leaders (imams), need to be engaged in productive discussion to increase understanding of the necessity of these activities. Active community membership and productive engagement in child protection committees can also play a significant role in opening the mindsets of the people.

**Access to market**

Rice is availed as a relief item; however, other food items (protein or vegetables) need to acquired to ensure a balanced diet. Although many FDMNs have cash, they are unable to purchase these additional items as the markets places are far from settlement and are hard to access. Another problem is that women do not have a way to earn money, as their skills may be limited to what they can produce (e.g. sew clothes and sell) and also being unable to utilise the local markets.",4600,"Protection and Human Rights"
2391714,"NDRRMC Update SitRep No.05 re Preparedness Measures and Effects of Typhoon ""Vinta"" as of 8:00 AM (24 December 2017) **23 December 2017**

*(Excerpt)*

At 1:00 PM, the center of TS ""VINTA"" was estimated based on all available data at 245 km South Southeast of Puerto Princesa City, Palawan or 245 km West of Balabac, Palawan. 

At 5:00 PM, ""VINTA"" has intensified Into a Severe Tropical Storm and is threatening Southern Palawan. It is expected to make landfall in Southern Palawan at night time. Its maximum sustained winds is up to 90 kph with gustiness of up to 115 kph. It is forecasted to move West at 22 kph. TCWS No. 2 is still hoisted over Southern Palawan. 

At 10:00 PM, STS ""VINTA""made landfall in Balabac, Palawan. It may intensify into a Typhoon before exiting the PAR between tomorrow morning and afternoon. 

**24 December 2017**

At 5:00 AM, ""VINTA""has intensified into a Typhoon as it approaches the western boundary of PAR. It has maximum sustained winds of 120 kph near the center and gustiness of up to 145 kph. It is now forecasted to move West at 25 kph. 

At 8:00 AM, TY ""VINTA""has maintained its strength and is about to exit PAR. The eye of TY ""VINTA"" was located based on all available data at 300 km South Southeast of Pagasa Island, Palawan. 

**II. EFFECTS**

**A. Affected Population (TAB A)**

1. A total of 59 580 families / 268,792 persons are affected in regions MIMAROPA, VII, IX, X, XI, XII, ARMM and CARAGA due to STS ""VINTA"". 

2. Of which, a total of 13,491 families / 57,768 persons are currently being served inside 198 evacuation centers (ECs) and 3,832  families / 19,187 persons outside the evacuation center.

Source: DSWD DROMIC Report #7 on TS VINTA, 24 December 2017 Note: The decrease in figure was due to ongoing validation or DSWD. 

**B. Casualties**

1. 123 persons were reported dead (33 in Region IX, 69 in Region X, and 21 in ARMM), and 160 persons missing (159 for validation and 1 confirmed). 

(Ongoing validation and verification by NDRRMC MDM Cluster)",4600,"Protection and Human Rights"
2391709,"NDRRMC Update SitRep No.06 re Preparedness Measures and Effects of Typhoon ""Vinta"" as of 8:00 PM (24 December 2017) **24 December 2017**

*(Excerpt)*

TY ""VINTA"" exited PAR at 8:00 AM. 

At 9:30 AM, the eye of TY ""VINTA""was located based on all available data at 290 km South of Pagasa Island, Palawan (OUTSIDE PAR) with maximum sustained winds of 120 kph near the center and gustiness of up to 145 kph. It is forecast to move West at 26 kph.

**II. EFFECTS** **A. Affected Population (TAB A)**

1. A total of 70,454 families / 320,080 persons are affected in regions MIMAROPA, VII, IX, X, XI, XII, ARMM and CARAGA due to STS ""VINTA"". 

2. Of which, a total of 13,927 families / 59,851 persons are currently being served inside 213 evacuation centers (ECs) and 11,180 families / 57,727 persons outside the evacuation center. 

Source: DSWD DROMIC Report #8 on TS VINTA, 24 December 2017, 1 PM Note: The decrease in figure was due to ongoing validation of DSWD. 

**B. Casualties**

1. A total of 123 persons were reported dead (33 in Region IX, 69 in Region X, and 21 in ARMM), and 160 persons missing (159 for validation and 1 confirmed). (Ongoing validation and verification by NDRRMC MDM Cluster)",4600,"Protection and Human Rights"
2391704,"NDRRMC Update SitRep No.07 re Preparedness Measures and Effects of Typhoon ""Vinta"" as of 7:00 AM (25 December 2017) *(Excerpt)*

**22 December 2017**

At 1:45 AM, STS ""VINTA"" has made landfall in Csteel, Davao Oriental. 

At 5:00 AM, STS ""VINTA"" was in vicinity of Boston, Davao Oriental. 

At 7:00 AM, STS ""VINTA"" was in the vicinity of Laak, Compostela Valley with a maximum sustained winds of 90 kph near the center and gustiness of up to 155 kph and moving west at 20 kph. 

At 10:00 AM, ""VINTA"" has weakened into a Tropical Storm after crossing Davao Region

At 5:00 PM, TS ""VINTA"" further weakened into a Tropical Depression (ID) and is in the vicinity of Zamboanga del Sur area. 

At 11:00 PM, TD ""VINTA"" is about to exit the landmass of Zamboanga Peninsula.

**23 December 2017**

At 1:00 AM, TS ""VINTA"" has re-intensified into a tropical storm and was over the Sulu Sea. 

At 4:00 AM, TS ""VINTA"" has slightly intensified as it continues to track westward over the Sulu sea. TCWS No. 2 is raised over Southern Palawan while TCWS No 1 is raised over the rest of Palawan, Western section of Zamboanga del Norte, western section of Zamboanga del Sur, and Zamboanga Sibugay. Elsewhere, TCWS are lifted. 

At 8:00 AM, ""VINTA'' ccntinues to intensify as it moves towards the direction of Southern Palawan. Its maximum sustained winds is up to 80 kph near the center with gustiness of up to 95 kph. 

At 1:00 PM, the center of TS ""VINTA"" was estimated based on all available data at 245 km South Southeast of Puerto 'Princesa City, Palawan or 245 km West of Balabac, Palawan. 

At 5:00 PM, ""VINTA"" has intensified into a Severe Tropical Storm and is threatening Southern Palawan. It is expected to make landfall in Southern Palawan at night time. Its maximum sustained winds is up to 90 kph with gustiness of Lip to 115 kph It is forecasted to move West at 22 kph, TCVVS No. 2 is still hoisted over Southern Palawan. 

At 10:00 PM, STS ""VINTA"" made landfall in Balabac, Palawan. It may intensify into a Typhoon before exiting the PAR between tomorrow morning and afternoon. 

**24 December 2017**

At 5:00 AM, ""VINTA""has intensified into a Typhoon as it approaches the western boundary of PAR. It has maximum sustained winds of 120 kph near the center and gustiness of up to 145 kph, It i8 now forecasted to more West at 25 kph. 

At 8:00 AM, TY ""VINTA""has maintained its strength and is about to .exit PAR The eye of TY ""VINTA"" was located based on all available data at 300 km South Southeast of pagasa Island, Palawan. 

TY ""VINTA"" exited PAR at 8:00 AM 

At 9:30 AM, the eye of TY VINTA"" was located based on all available data at 290 km South of Pagasa Island Palawan (OUTSIDE PAR) with maximum sustained winds of 120 kph near the center and gustiness of up to 145 kph. It is forecast to move West at 26 kph. 

**EFFECTS**

**A. Affected Population (TAB A)**

1. A total of 115 568 families / 541,005 persons are affected in 998 baranggys in regions MIMAROPA, VII, IX, X, XI. XII, ARMM and CARAGA due to TY 

2. Of which, a total of 20,870 families 197,583 persons are currently being served inside 261 evacuation centers (ECs) 2nd 16 544 families / 84,794 persons outside the evacuation center. 

**B. Casualties**

1. A total of 123 persons were reported dead (33 in Region IX, 69 in Region X, and 21 in ARMM), and 160 persons missing (159 for validation and 1 confirmed).",4600,"Protection and Human Rights"
2391679,"The Southern Cameroon crisis: bridging the middle ground 22 December 2017: There is an ongoing crisis in Cameroon. Thousands have fled the English-speaking areas of the country because of violence and unrest, and many are calling for an independent state. What has the government done to alleviate this situation, and does it go far enough?

For several decades, the minority English-speaking community in Cameroon has been expressing its disillusionment with the reunification process that brought the English and the French-speaking parts of the country together in 1961.

They complain about marginalisation and under-representation in the country’s Francophone-dominated administration. Such conditions are in direct contravention to the reunification accords which pledged to preserve the status of the erstwhile autonomous English-speaking state of West Cameroon federated with French-speaking East Cameroon. This union was abruptly terminated in 1972 leading to the dissolution of the State of West Cameroon into two administrative provinces.

This issue of contention has since sparked recurrent waves of protests in Anglophone Cameroon. Fresh protests broke out in October 2016, following a strike by Anglophone teachers and lawyers demanding for educational and judiciary reforms.

Pro-Anglophone movements took advantage of the strikes to demand a return to a federal system of administration that was abolished in 1972 while others have been pushing for the [establishment of an independent state](http://www.aljazeera.com/news/2017/10/171001123925310.html), separate from the majority French-speaking areas.

As it now stands, [thousands have fled](https://www.aljazeera.com/news/2017/12/thousands-flee-violence-cameroons-anglophone-region-171221102642211.html) the English-speaking areas because of continued violence and unrest.

**Protests, strikes and boycotts**

Thus far, protests have largely been nonviolent in nature. These include controversial school boycotts, enforcement of general strikes (known locally as ‘ghost towns’), public protests, advocacy campaigns and the establishment of a governing council to speak on behalf of the Anglophones, which was set up by pro-Anglophone movements in the diaspora.

However, violent incidents such as the [burning down of school buildings](https://www.voanews.com/a/cameroon-school-set-fire-anglophone-strike-deepens/3997440.html) have also recently been witnessed. The involvement of pro-Anglophone movements in these crimes, however, has yet to be fully established beyond a set of unproven assumptions claiming that their aim was to reinforce continued school shut down.

Current protests have resulted in increased youth radicalisation, the loss of lives, the destruction of property, the imprisonment of Anglophone activists, school shut downs, poor school performance, a slowdown in economic activity, an Anglophone diaspora at odds with the government, a general sense of insecurity and a deep sense of political distrust between the Anglophone communities and the government.

The crisis contributes to the multiple conflicts risks threatening Cameroon’s fragile peace. These include the Boko Haram insurgency infiltrating the country from neighbouring Nigeria and the uncertainty that characterises the peaceful political transition from the 34-year old regime in Cameroon.

**Dialogue for peace**

This Anglophone crisis is a divisive and politically sensitive subject handled with caution by civil society organisations and Cameroon’s friends and partners.

None of them boldly identify themselves with either side but have however expressed concerns over human right abuses. They have called for dialogue towards sustainable peace. These include the United States Department of the State, The African Union Commission, the United Nations Secretariat for Central Africa, the United Nations Centre for Human Rights and Democracy in Central Africa, Pope Francis and the Bar Council of England and Wales.

Earlier in the crisis, Roman Catholic Bishops in Anglophone Cameroon issued a letter stating their understanding of Anglophone grievances. They have called for dialogue to facilitate their peaceful resolution. The same call came from the Fons (ethnic traditional rulers) of Cameroon’s North West Region who, like some Independent Opinion Leaders, have urged for the release of pro-Anglophones detainees to foster peace.

**Palliative measures**

n December 2016, the government responded to the crisis by engaging in talks with members of a civil society consortium that was created to speak on behalf of the Anglophone communities. These talks, however, were short-lived due to the political nature of some of the demands.

In a subsequent controversial move, the state resorted to arresting and detaining the leaders of the consortium. Others went into exile. Access to the internet was suspended in English-speaking Cameroon for three months to curb the flow of information that the government believed was fanning the crisis.

Since then, continued calls for dialogue have largely been ignored. In August 2017, the government sent delegations to discuss the state of the crisis with the diaspora. This initiative was met with stiff resistance from Anglophone activists living abroad.

Nonetheless, the government has begun introducing a series of progressive measures to address some pertinent concerns regarding the effective integration of the Anglophone communities in Cameroonian society.

These include the translation of the OHADA Uniform Act (a law harmonising business transactions in Africa) into the English language, the creation of the National Commission for Bilingualism and Multiculturalism to foster greater national integration, the creation of a Common Law Bench at the Supreme Court of Cameroon as well as a Common Law Department at the School of Administration and the English-speaking Universities of Buea and Bamenda. Some pro-Anglophone activists under detention have also been released.

These, however, have been judged as palliative measures. They do not tackle the root cause of the crisis – supposedly the quest for a federal state or secession. Some pro-Anglophone movements want a neutral third party mediating talks to resolve the crisis.

This is where the deadlock lies and until this is broken, it is uncertain the crisis will end anytime soon.",4600,"Protection and Human Rights"
