"nid","post","field_language_tid","language_name"
2393404,"UNHCR helps to Kermanshah earthquake affected people Iran/ Tehran/ IRCS _ December 26th _ The United Nations High Commissioner for Refugees (UNHCR) has sent humanitarian consignment to Kermanshah earthquake affected people.

The United Nations High Commissioner for Refugees has sent 7,044 warm blankets and 1,350 family tents on three occasions to help the earthquake sufferers in Kermanshah.

Also, 10,200 warm blankets and 1,260 family tents will be shipped by sea.",267,"English"
2393399,"Philippine Red Cross appeals for aid for 500,000 people affected by ‘Vinta’ The Philippine Red Cross(PRC) appealed for humanitarian aid to help the more than 500,000 people affected by Typhoon Vinta (Tembin), which hit 23 provinces in the Philippines before Christmas day. 

PRC Chairman Richard Gordon made the appeal as figures on the number of deaths and missing people from the flashfloods and landslides that struck parts of Mindanao continue to rise in the wake of ‘Vinta’.

“Rural communities, which are in remote mountainous areas, are the hardest hit. Some villages are swept away by surging current of mud and water. We’re really in our toes right now. We’re trying to figure out how to bring our help closer to our people who are suffering right now” Gordon said. 

The National Disaster Risk Reduction and Management Council (NDRRMC) on Monday reported at least 164 people dead, while 171 remain missing. Majority of which are due to flashfloods and mudslides in the provinces of Zamboanga del Norte, Lanao del Norte and Lanao del Sur. Verification and validation from local government authorities are still ongoing.

“The focus at the moment is to find those who are still missing and to alleviate the suffering of those who survived. Slowly but surely, you can be sure the Red Cross will continue to be there for the people affected,” he said.

Gordon said the PRC will be immediately distributing P3,000 cash grants to 1,500 families from worst-hit communities. The priority will be the most vulnerable such as those who lost a family member and single parents.

“This is the fastest way we can bring assistance to our people. People are hungry before, now they are hungrier because of the typhoon. We want to give hope again to our people,” he added.

The PRC through the support of the International Federation of the Red Cross and Red Crescent Societies (IFRC) will be distributing 1,000 non-food items in the coming days.

He added that more water tankers would be sent to provide clean water to the affected communities. 

Those with missing family members would also be assisted PRC’s Restoring Family Links Program

PRC volunteers and staff have been active on the ground providing round-the-clock humanitarian assistance even before the storm made landfall and during Christmas day.

So far, it already provided hot meals to 5,039 individuals and psychosocial support to 1,728.

PRC emergency responders also rescued 339 people and distributed 108,000 liters of water. 

So far, the Qatar Red Crescent Society has responded to PRC’s appeal and donated P14-million ($280,000) for the provision of additional food items, non-food items, water, sanitation and emergency shelter.

The Manila Bulletin also donated P1 million to support PRC’s ongoing emergency and relief operations.

The Philippine Red Cross, as the foremost humanitarian organization in the country, has 103 chapters with two million volunteers nationwide.

Aside from disaster responses, PRC’s services include health, welfare, safety, blood, volunteer service, and Red Cross youth.",267,"English"
2393374,"Nation braces for Typhoon Tembin Update: December, 26/2017 - 10:00

HÀ NỘI — More than 1.1 million people in 15 provinces and cities in the south of Việt Nam have been evacuated to safety as Typhoon Tembin approaches, with the storm forecast to land in the coastal area from Bà Rịa – Vũng Tàu to Cà Mau provinces early today.

The Steering Committee for Disaster Prevention and Search and Rescue and the Border Guard Command provided information on the storm’s movements to more than 69,000 vehicles.

The storm is moving west at a speed of 15-20km per hour and is forecast to be off the waters of Trà Vinh to Cà Mau at about 7am today. Wind speeds hit 75-90km per hour, according to the National Hydrometeorological Forecast Centre.

The storm is projected to keep moving west for the next 12-24 hours and gradually weaken into a tropical depression. The eye of the depression is forecast to be off the Gulf of Thailand at 7pm today.

The typhoon has already affected some localities which have experienced rains up to 50mm from yesterday evening.

The centre also warned of flash floods and landslides in some areas from Quảng Ngãi to Bình Thuận, Bà Rịa-Vũng Tàu and Kiên Giang due to heavy rains and rising seawater.

Localities in the south have taken various measures to prepare for the storm.

Côn Đảo District and Bà Rịa-Vũng Tàu Province have called for all vessels operating in Côn Đảo’s waters to return to safety. All tourists on the island have been evacuated to shelters.

Nguyễn Văn Dũng, vice chairman of the People’s Committee of Côn Đảo District, said the province has instructed forces to call on fishermen to return to storm shelters.

The Mekong Delta province of Sóc Trăng has evacuated more than 30,000 people to safe places while calling for nearly 1,200 vessels operating offshore to find shelter.

The province’s leaders have directed agencies, forces and households to speed up the harvest of shrimp and rice to avoid storm damage.

Tiền Giang Province also evacuated nearly 35,000 people in high risks areas to safer places. Thousands of soldiers were mobilised to strengthen the dyke system and houses.

Many localities have allowed pupils to stay home from schools and industrial zone workers to be off work.

**Deputy PM inspects typhoon preparedness**

Deputy Prime Minister Trịnh Đình Dũng yesterday visited Sóc Trăng to inspect preparations for Typhoon Tembin.

In Trần Đề district and Vĩnh Châu township, the Deputy PM visited a dock where 600 ships are sheltering from the storm and several storm shelters for people in Vĩnh Châu township.

Chairman of the provincial People’s Committee Trần Văn Chuyện told the Deputy PM that the province has mobilised all resources to minimise losses, adding the evacuation work was fulfilled on December 24, with 27,000 people moving to schools and agencies’ headquarters.

Later the same day, Deputy PM Dũng also visited Bạc Liêu and Cà Mau provinces to inspect their preparedness, dyke systems and evacuation plan.

The same day, Minister of Agriculture and Rural Development Nguyễn Xuân Cường, also head of the Steering Committee for Natural Disaster Prevention and Control, led a working delegation to inspect preparedness for the storm in Khánh Hội area, U Minh district, in Cà Mau Province.

Cường then met with authorities of neighbouring Kiên Giang Province about its work to cope with Tembin, the 16th storm to hit the East Sea this year.

**Many flights cancelled**

Vietnam Airlines and several other carriers have cancelled or adjusted the schedule of many flights to and from areas to be affected by typhoon Tembin.

The national flag carrier cancelled all flights from 12:40 to 20:30 yesterday on routes between Hà Nội/HCM City and Phú Quốc in the southern province of Kiên Giang, and between Hà Nội and the Mekong Delta city of Cần Thơ.

Passengers affected by the cancellations will be arranged to fly on the next day.

Meanwhile, the schedule of flights from 15:00 to 23:00 yesterday will be adjusted according to the latest reports on Tembin, and will be updated frequently on Vietnam Airlines’ website and Facebook.

Jetstar Pacific will adjust its flights to and from Tân Sơn Nhất Airport in HCM City and Phú Quốc Island depending on the movement of the typhoon.

Due to the changes, a number of domestic flights are expected to be delayed. Passengers can get information on the carriers’ official websites or Facebook, as well as ticket offices. — VNS

Read more at http://vietnamnews.vn/society/420094/nation-braces-for-typhoon-tembin.html#l3fXKdgkb8JfHxLL.99",267,"English"
2393369,"DSWD DROMIC Report #12 on Severe Tropical Storm ""VINTA"" (TEMBIN) as of 26 December 2017, 3PM **Situation Overview**

On 22 December 2017, the monitored Low Pressure Area east of Hinatuan, Surigao del Sur has developed into a Severe Tropical Storm and was named “Vinta” (international name: Tembin). It exited Philippine Area of Responsibility (PAR) on 24 December 2017.

**Status of Affected Families / Persons**

119,132 families or 557,148 persons are affected in 1,041 barangays in Regions MIMAROPA, VII, IX, X, XI, XII, ARMM and CARAGA (see Table 1; details in Annex A).

**Status of IDPs Inside Evacuation Centers**

A total of 20,006 families or 94,142 persons are currently staying inside 245 evacuation centers in Regions MIMAROPA, IX, X, XI, XII, CARAGA and ARMM (see Table 2; details in Annex B).

**Status of IDPs Outside Evacuation Centers**

A total of 5,823 families or 28,792 persons are currently staying with families / friends in Regions IX, X, XI, XII and CARAGA (see Table 3).",267,"English"
2393344,"Mine Action and Confidence-Building: Harnessing Trust for Conflict Prevention in Colombia _Adriana Erthal Abdenur, in San Vicente del Caguán, Caquetá, Colombia_

Christmas preparations are in full swing at the church offices in San Vicente del Caguán, in the department of Caquetá.  Groups of children sit cross-legged on the patio, cutting stars out of shiny construction paper and hanging ornaments on the bushes.  In a small meeting room, I sit down to speak with Sonia (not her real name), one of the community leaders for mine action.

Sonia is young, but—like San Vicente as a whole—exhausted by war.  In the early 2000s, San Vicente became the epicenter of a [failed peace process](http://centromemoria.gov.co/proceso-de-paz-del-caguan/)between the FARC and the government, in which the creation of a cease-fire zone allowed the guerrilla to regroup.  To stop the Army operations in the area, the guerrilla planted hundreds of anti-personnel mines around the town and its surrounding fields.  The area remains one of the most intensely contaminated areas of Colombia (itself among the countries with the highest number of landmines and explosive remnants of war, ERW). Coming into San Vicente, I had seen the demining operations by the side of the road, with Army specialists in full protective gear perched tensely over small squares of soil, patiently combing the soil for casings.   My local guide had pointed at the dense overgrowth covering vast fields–fertile land left fallow due to the suspicion there are still landmines.

Since the final agreement between the Colombian government and the FARC was signed, in December 2016, demining efforts have intensified in this part of Colombia, with [the Army and eight agencies](http://www.accioncontraminas.gov.co/accion/desminado/Paginas/municipios-asignados.aspx) working in priority areas.  Yet accidents continue to happen.  The day before my visit with Sonia, a farmer had one of his legs blown off under the knee when he stepped on a mine in a nearby field.  “He was airlifted by the Army,” says Sonia, noting that his community just recently had been identified for mine action.

Sonia recounts the successes, but also mentions the need to build confidence.  The government broadcasts images of villagers playing football matches on decontaminated fields, but in reality the locals won’t step on that land until they have tested it the old-fashioned way: by sending their cattle to graze on it.“  I ask Sonia whether she herself would walk across one of the demined fields. She pauses. “No.”

When asked why, she reminds me that decontaminated land is said to be free of suspicion of mines, rather than free of mines, and that there is still work to be done on build the local population’s confidence in the process. The impact of mines/ERW is predicated not only on the destructive, even lethal capacity of the explosives, but also on the more generalized fear that vital areas may be contaminated, which prevent entire communities from cultivating land, building essential infrastructure, or accessing vital resources. While it takes little effort to spread fear through mines, [substantial investment is required in trust and confidence-building](https://www.ncbi.nlm.nih.gov/pubmed/12096848) to minimize that fear.

Yet peace process stakeholders and peacebuilders can also leverage this link between mines and trust to create new dialogue spaces, both during peace talks and during their implementation. Demining, in other words, can present unique opportunities for confidence building among warring parties, in part because mine clearance is often needed in order to implement a local ceasefire or other localized actions even during negotiations. In the FARC process, for instance, demining became the first bilateral point in de-escalation, in order to implement a local cease-fire.   Demining thus required that the Colombian military and the FARC guerrillas collaborate directly, setting a precedent for further cooperation.   Demining, in fact, became one of the main topics around which the agreements were organized, and [is the object of an entire agreement](http://www.accioncontraminas.gov.co/accion/acuerdo/Paginas/Acuerdo-sobre-limpieza-y-descontaminacion.aspx).

After the final agreement was signed, in December 2017, humanitarian mine action (HMA) was among the immediate priorities. A body was set up to [issue a strategy](http://www.accioncontraminas.gov.co/accion/desminado/Paginas/Desminado-Humanitario.aspx) and guidelines following international standards, and the Colombian demining oversight body began working with eight demining agencies (as well as the Organization for American States) to survey, map, and demine vast priority areas.

For locals in the countryside—the areas most directly affected by the conflict—one major trust issue relates to the effectiveness of demining, especially when different types of artifacts are buried at different depths. But trust also implies the credibility of institutions, from the agencies to the government bodies overseeing them. In turn, attaining this confidence requires building an ongoing relationship with local actors, at both individual and institutional levels. As in many other contexts, demining agencies working in Colombia carry out non-technical surveys that include consultations with local communities, and that incorporate locals—including women—into their teams.  Demining agencies are also required to establish an _enlace_—a key person that links the agency and the community and that facilitates the flow of information in both directions. When properly established and maintained, these channels allow for the community to voice concerns from beginning to end of process.

Equally important are the level and capacity of community’s own proactive involvement in the process.  In parts of Colombia, local and regional groups have become proactive in mine action, especially in awareness-raising efforts and in identifying demands and concerns.  This participation allows communities to become familiar with the modus operandi of different agencies. Ideally, it can also create communication channels across communities on the demining process, helping to identify challenges and share solutions.

However, there is still work to be done. In this part of Colombia, community leaders complain that there are not enough _enlaces_.  This gap undercuts the exchange of information, which is vital not only to the agencies (which rely in part on popular knowledge to identify mined areas) but also to the communities, who continue to suffer casualties and live in fear even as mine action efforts are undertaken elsewhere.  In some instances, agencies can undermine trust.  Near her hometown, notes Sonia, one agency has divulged who planted the explosives. “This information can reignite resentment among groups,” she notes. “We need to demine without focusing on who did what, otherwise it becomes hard to break the cycle of distrust and resentment.”

Matching agencies to local communities can also be part of this process.  The agreement with the FARC establishes that [ex-combatants also participate in demining](http://caracol.com.co/radio/2017/02/04/nacional/1486166835_366877.html). Sonia assures me that there are communities in Caquetá that in fact would prefer to have the ex-combatants decontaminating their land.  “They know one another,” she says. “And you can’t demine without trust.”

_Adriana Erthal Abdenur_ works in the Peace & Security Division of Instituto Igarapé.",267,"English"
2393339,"Secretary-General Welcomes Signing of Ceasefire, Cessation-of-Hostilities Agreement in Congo SG/SM/18840      
26 DECEMBER 2017   

The following statement was issued today by the Spokesman for UN Secretary-General António Guterres:

The Secretary-General welcomes the signing of a ceasefire and cessation-of-hostilities agreement between the Government of the Republic of the Congo and Reverend Pastor Ntumi, on 23 December.

The Secretary-General expresses the hope that the agreement will lead to a sustainable peaceful resolution of the conflict in the Pool region of the country and the alleviation of the dire humanitarian situation there.  The United Nations stands ready to support the parties in the implementation of the agreement.

*For information media. Not an official record.*",267,"English"
2393274,"Turkey: Health Cluster Bulletin - November 2017 **HIGHLIGHTS**

• In November 2017, five verified incidents of violence against the health care infrastructure were reported, resulting in the deaths of five people 

• In November 2017, 616 doctors, nurses, midwives and community health workers were trained by Health Cluster partners.

• Health cluster partners vaccinated more than 720 000 children with the oral polio vaccine (OPV) in November.

• More than 500 hundred of patients suffering from critical medical conditions are waiting to be referred out of Eastern Ghouta to receive specialized medical treatment.

• The Health Cluster partner, UOSSM started supporting health governance in Syria, by providing salaries and operation costs for the health directorates of Idlib, Hama and Rural Damascus, and health facilities run by these directorates.

**Situation update**

Idleb governorate witnessed an increase in the IDP arrivals as compared to October because of heightened clashes and insecurity in Hama and Aleppo, with 75% of all IDPs arrival in Idleb arriving from these governorates. More than 40,000 IDPs arrived in Idleb during the month of November mostly from Daret Azza, As Saan and Oqeirbat. The IDPs arrived at Dana, Ma’arrat An Nu’man, Sanjar and Saraqeb.

 The existing health systems in Idleb governorate are under severe stress due to continuous influx of IDPs.",267,"English"
2393269,"Nigeria Security Tracker Weekly Update:  December 16 - 22 *Blog Post by John Campbell*  
December 26, 2017  

*Below is a visualization and description of some of the most significant incidents of political violence in Nigeria from December 16 to December 22, 2017. This update also represents violence related to Boko Haram in Cameroon, Chad, and Niger. These incidents will be included in the Nigeria Security Tracker.*

- December 6 to December 20: Nigerian soldiers killed twenty Boko Haram militants over a two-week period in Magumeri, Borno.  
- December 16: Kidnappers abducted two in Ogbia, Bayelsa.  
- December 16: Unknown assailants killed four in Oturkpo, Benue.  
- December 17: Boko Haram killed four World Food Programme employees while soldiers fought back and killed six Boko Haram militants in Ngala, Borno.  
- December 17: The Anti-Robbery Squad killed four robbers in Obio/Akpor, Rivers.  
- December 20: Sectarian violence led to two deaths in Bagudo, Kebbi.  
- December 21: The Badoo cult group killed three in Ikorodu, Lagos while another cult group killed one in Ojo, Lagos.   

Read more on [Council on Foreign Relations](https://www.cfr.org/blog/nigeria-security-tracker-weekly-update-december-16-december-22)",267,"English"
2393199,"Syria: Eastern Ghouta Situation Overview - Rural Damascus, Syria - November 2017 **Executive Summary**

Eastern Ghouta is an agricultural region east of Damascus that is home to approximately 400,000 people. The area has faced access restrictions since the beginning of the Syrian conflict and was classified by the United Nations (UN) as besieged in 2013. Since September 2017, the humanitarian situation in this area has deteriorated significantly. This Situation Overview, which is based on interviews conducted remotely with Community Representatives, builds on a previous product from October to investigate how conditions developed in November.  
Access to Eastern Ghouta improved slightly in November. Commercial movement into the area resumed, after no commercial deliveries reportedly took place in September or October. A number of humanitarian aid deliveries took place, and aid that entered in October was distributed. However, these deliveries were insufficient to counter the unprecedented price increases in Eastern Ghouta. In November, a standard food basket was reportedly 911% more expensive than in nearby areas not considered besieged or hard-to-reach. Basic commodities such as salt and sugar were respectively 14,129% and 4,556% more expensive than in nearby areas. Deaths due to malnutrition and a lack of food also continued to be reported.  
Eastern Ghouta also continued to face severe shortages of fuel and medicine in November,
as both types of items only entered the area in very small proportions. The lack of fuel has had a negative impact on the availability of a number of services, such as transportation, water, medical care and electricity. Residents reportedly coped by burning plastic to make fuel. Existing stockpiles of medical items also continued to be depleted rapidly.  
The area continued to suffer from conflict-related violence in November. Public facilities such as schools and hospitals were reportedly struck by shelling4, which led to the suspension of all educational activities. In order to limit their exposure to aerial attacks, residents reportedly restricted their own movement.  
Due to the high food prices and shortage of fuel, residents are ill-prepared for the remainder of the winter season. Unless access restrictions on Eastern Ghouta ease, it is unlikely that humanitarian conditions will improve.",267,"English"
2393194,"Solar power brings light to Congolese refugees in Angola **LOUVA, Angola** – Since the outbreak of violence in the Democratic Republic of the Congo’s Kasai region earlier this year, nearly 35,000 refugees have poured into Angola’s Lunda Norte Province.

The population is highly vulnerable. Some 75 per cent of refugees from Kasai are women and children, according to UN reports. Many refugees have reported witnessing mass killings, rape and other human rights abuses during their flight from conflict.

Ester, 25, recounted the frenzy of her departure. “It was the day when the war arrived to our village. They were killing people. I was not able to take anything with me, only my children,” she said.

Humanitarian groups are working to relocate many of the refugees from the Cacanda reception centre to a new settlement in Lóvua.

The new location allows the refugees to have some privacy and space for farming, but it is not connected to an electrical grid, so the refugees are left in total darkness when the sun sets – a problem for their safety and security.

Ester’s family recently moved into the settlement. “We are living in the bush. I do not have any lamps, and no light. It makes me feel afraid,” she said. “There is, for example, no light for us to be able to go to the toilet during night.” 

**Darkness poses risks**

Around the world, women and girls report being threatened or assaulted when leaving home at night to relieve themselves or manage their menstrual hygiene. These risks are elevated in crisis settings, when social safety nets, law enforcement and other protection mechanisms break down.

Darkness poses other risks as well. Women who go into labour at night, for example, may have trouble getting to clinics or being properly treated without a reliable light source.

“Light is important to help maintain the safety and rights of women and adolescents at night,” said Florbela Fernandes, UNFPA’s representative in Angola.

**Portable sunshine**

UNFPA is working with the Japan International Cooperation Agency to provide 50 solar-powered units to community centres, medical facilities and other communal spaces in the Lóvua refugee settlement. 

The units, donated by Panasonic, consist of a solar panel, three LED lamps, and a rechargeable battery that can also be used to charge mobile phones.

“We hope these solar lamps can be installed in public facilities to be able to extend the services and provide light in the dark,” said Yuzo Kitamoto, deputy representative for the Japan International Cooperation Agency in Angola, after a visit to Lóvua in December.

Women and girls arriving in Lóvua are also receiving solar-powered torches, part of the dignity kits that are a standard part of UNFPA’s humanitarian response. Some 2,000 dignity kits – which contain hygiene items such as soap, underwear and sanitary napkins – are being handed out, with more on the way. 

UNFPA is additionally partnering with the UN Refugee Agency to deliver solar street lights to the settlement. And in partnership with Médicos del Mundo, UNFPA has set up women-friendly spaces, where women and girls can rest, socialize, and learn where to receive reproductive health services and help for survivors of gender-based violence.

As for Ester, she is determined to move forward. “I hope for a good life with my family here in Angola,” she said. “I am too afraid to return now.”
 

– Tiril Skarstein",267,"English"
